Name,Latitude,Longitude,Type,Maps_Link,Rainfall,Rainfall_Intensity,Elevation,Distance_to_Water_Body,Flood_Prone
Bharati Vidyapeeth Dental College and Hospital,18.457239,73.855026,hospital,https://www.openstreetmap.org/?mlat=18.457239&mlon=73.855026#map=18/18.457239/73.855026,1,169.49325485602972,804.8698578523898,1.0919791611889396,0
Murlidhar Pandurang Laigude Hospital,18.4623918,73.804957,hospital,https://www.openstreetmap.org/?mlat=18.4623918&mlon=73.804957#map=18/18.4623918/73.804957,1,296.00416846470273,768.2720731472107,1.223661743162019,0
Late Anandibai Narhar Gadgil Hospital,18.5024088,73.8386813,hospital,https://www.openstreetmap.org/?mlat=18.5024088&mlon=73.8386813#map=18/18.5024088/73.8386813,1,219.73831533372757,844.952821443597,7.880232610561727,0
Sutika Seva Mandir,18.513913,73.846551,hospital,https://www.openstreetmap.org/?mlat=18.513913&mlon=73.846551#map=18/18.513913/73.846551,0,133.05902008676637,844.2812216683355,3.389737346618289,0
Sasoon Hospital,18.521872,73.873118,hospital,https://www.openstreetmap.org/?mlat=18.521872&mlon=73.873118#map=18/18.521872/73.873118,0,239.49905890480406,634.1012430520713,0.9672494781275598,1
Colony Nursing Home,18.5030769,73.8446917,hospital,https://www.openstreetmap.org/?mlat=18.5030769&mlon=73.8446917#map=18/18.5030769/73.8446917,1,6.987544951379599,504.2206384434705,7.816447297856145,0
Vaibhav Hospital,18.5490315,73.8887874,hospital,https://www.openstreetmap.org/?mlat=18.5490315&mlon=73.8887874#map=18/18.5490315/73.8887874,0,221.55484263028399,501.452646437083,3.780861624775115,0
Manas Hospital,18.449772,73.837835,hospital,https://www.openstreetmap.org/?mlat=18.449772&mlon=73.837835#map=18/18.449772/73.837835,1,224.96163221205668,795.0344703517835,6.905148855790346,0
Shree Sai Prasad Hospital,18.4495732,73.8484382,hospital,https://www.openstreetmap.org/?mlat=18.4495732&mlon=73.8484382#map=18/18.4495732/73.8484382,1,136.59357496158376,771.8752208927126,0.8333564275440308,0
Petals Hospital,18.5492968,73.8888427,hospital,https://www.openstreetmap.org/?mlat=18.5492968&mlon=73.8888427#map=18/18.5492968/73.8888427,0,196.8568662054497,658.1185514349295,3.1049329242673185,0
Shwas Multispeciality Hospital,18.4468202,73.8373703,hospital,https://www.openstreetmap.org/?mlat=18.4468202&mlon=73.8373703#map=18/18.4468202/73.8373703,1,222.80799114666087,808.497193747548,0.40917190021294014,0
N. M. Wadia Hospital,18.530716,73.876952,hospital,https://www.openstreetmap.org/?mlat=18.530716&mlon=73.876952#map=18/18.530716/73.876952,0,183.10212052850267,657.0460367684361,7.4747518484253686,0
Shahu Hospital,18.4820937,73.8993556,hospital,https://www.openstreetmap.org/?mlat=18.4820937&mlon=73.8993556#map=18/18.4820937/73.8993556,1,248.69680551030544,691.5294638183595,0.18497831446135038,1
Mayureshwar Multispeciality Hospital,18.4488442,73.832632,hospital,https://www.openstreetmap.org/?mlat=18.4488442&mlon=73.832632#map=18/18.4488442/73.832632,1,137.67184115286673,745.0599326288739,8.678775116760525,0
Dr. Shraddha Angal,18.540958,73.829755,hospital,https://www.openstreetmap.org/?mlat=18.540958&mlon=73.829755#map=18/18.540958/73.829755,0,284.9213192657952,890.3538520548473,0.8341161119998253,0
Giridhar Hospital,18.448229,73.83316,hospital,https://www.openstreetmap.org/?mlat=18.448229&mlon=73.83316#map=18/18.448229/73.83316,1,178.34093716773728,866.1985235588326,9.227284840144447,0
New Command Hospital,18.4956457,73.884521,hospital,https://www.openstreetmap.org/?mlat=18.4956457&mlon=73.884521#map=18/18.4956457/73.884521,1,164.41543161375208,665.8774399396513,8.440407501299665,0
Bhakare Super Speciality Hospital,18.448115,73.849133,hospital,https://www.openstreetmap.org/?mlat=18.448115&mlon=73.849133#map=18/18.448115/73.849133,1,177.5278354161154,706.2423403494347,6.901763503195041,0
Chordiya Nursing Home,18.4581135,73.8781846,hospital,https://www.openstreetmap.org/?mlat=18.4581135&mlon=73.8781846#map=18/18.4581135/73.8781846,1,280.63797976459875,664.3869101024463,9.073246896844351,0
Anup Hospital,18.498738,73.838315,hospital,https://www.openstreetmap.org/?mlat=18.498738&mlon=73.838315#map=18/18.498738/73.838315,1,78.30564378419346,661.2503495223785,4.389517890026058,0
Apex Superspeciality Hospital,18.5075984,73.8439447,hospital,https://www.openstreetmap.org/?mlat=18.5075984&mlon=73.8439447#map=18/18.5075984/73.8439447,1,34.13795977595003,875.9630342439748,6.671368940721551,0
Date Hospital,18.51024,73.8522294,hospital,https://www.openstreetmap.org/?mlat=18.51024&mlon=73.8522294#map=18/18.51024/73.8522294,0,299.3344464798955,724.2150457927808,3.0151459416672735,0
Morya General Hospital,18.5147901,73.8484343,hospital,https://www.openstreetmap.org/?mlat=18.5147901&mlon=73.8484343#map=18/18.5147901/73.8484343,0,182.11071652563282,813.941700636145,7.48377971429457,0
Suman Hospital,18.492348,73.853457,hospital,https://www.openstreetmap.org/?mlat=18.492348&mlon=73.853457#map=18/18.492348/73.853457,1,61.24291874993057,763.8865325225354,2.2523306045897327,0
Lifeline Hospital,18.4723283,73.8923643,hospital,https://www.openstreetmap.org/?mlat=18.4723283&mlon=73.8923643#map=18/18.4723283/73.8923643,1,279.42306971785064,600.880953973023,9.535045324390389,0
Sabane Hospital,18.5107027,73.8434338,hospital,https://www.openstreetmap.org/?mlat=18.5107027&mlon=73.8434338#map=18/18.5107027/73.8434338,0,46.26498275288626,870.9875102704175,1.2468633309303156,0
Kamat Hospital,18.512445,73.869389,hospital,https://www.openstreetmap.org/?mlat=18.512445&mlon=73.869389#map=18/18.512445/73.869389,0,119.39505022690321,638.6235973422972,8.63720697478151,0
Bindu Madhav Thakarey Hospital,18.496127,73.817109,hospital,https://www.openstreetmap.org/?mlat=18.496127&mlon=73.817109#map=18/18.496127/73.817109,1,106.54735446030024,532.7151321825459,0.35935944635651307,0
National Hospital,18.4714238,73.8887261,hospital,https://www.openstreetmap.org/?mlat=18.4714238&mlon=73.8887261#map=18/18.4714238/73.8887261,1,21.270530034755375,766.4679054458395,8.72032244399065,0
Meenatai Thakre Maternity Home,18.47396,73.889134,hospital,https://www.openstreetmap.org/?mlat=18.47396&mlon=73.889134#map=18/18.47396/73.889134,1,259.22275510137075,765.5624496761689,0.6563113341631532,0
Bhagirathi Children's Hospital,18.4947224,73.8229041,hospital,https://www.openstreetmap.org/?mlat=18.4947224&mlon=73.8229041#map=18/18.4947224/73.8229041,1,179.39885012704698,674.4702302714059,3.821865430752057,0
Vishranti Hospital,18.5086317,73.8744506,hospital,https://www.openstreetmap.org/?mlat=18.5086317&mlon=73.8744506#map=18/18.5086317/73.8744506,1,86.99273444473748,874.204492098875,4.3934904046271575,0
Matru Seva Hospital;Pacharne Hospital,18.516314,73.871996,hospital,https://www.openstreetmap.org/?mlat=18.516314&mlon=73.871996#map=18/18.516314/73.871996,0,25.264177206694526,697.6279705468502,0.31831705969051494,0
Shraddha Hospital,18.4909252,73.845933,hospital,https://www.openstreetmap.org/?mlat=18.4909252&mlon=73.845933#map=18/18.4909252/73.845933,1,138.75459660706494,853.5337586381543,9.729553118977464,0
Purohit Hospital,18.4975587,73.8513176,hospital,https://www.openstreetmap.org/?mlat=18.4975587&mlon=73.8513176#map=18/18.4975587/73.8513176,1,88.41140017813962,575.0525106329962,2.097685962180135,0
Prerna Hospital,18.4553105,73.8690108,hospital,https://www.openstreetmap.org/?mlat=18.4553105&mlon=73.8690108#map=18/18.4553105/73.8690108,1,293.59597447440666,698.8903743707856,9.803557555718069,0
Bapat Hospital,18.530365,73.842063,hospital,https://www.openstreetmap.org/?mlat=18.530365&mlon=73.842063#map=18/18.530365/73.842063,0,119.62275505216408,609.0645486258304,0.9168894840763397,0
Shivneri Hospital,18.449571,73.85723,hospital,https://www.openstreetmap.org/?mlat=18.449571&mlon=73.85723#map=18/18.449571/73.85723,1,257.16466261310734,719.750301431126,8.841612728998967,0
New Pune Hospital,18.470806,73.888399,hospital,https://www.openstreetmap.org/?mlat=18.470806&mlon=73.888399#map=18/18.470806/73.888399,1,252.25920073007734,880.099764671369,9.034507385638625,0
Kothari Orthopaedic Hospital,18.4891725,73.8571698,hospital,https://www.openstreetmap.org/?mlat=18.4891725&mlon=73.8571698#map=18/18.4891725/73.8571698,1,177.27148057040623,626.7615457008101,6.995876349621506,0
Kalyani Hospital,18.5046645,73.8592129,hospital,https://www.openstreetmap.org/?mlat=18.5046645&mlon=73.8592129#map=18/18.5046645/73.8592129,1,154.45231786329785,720.4454352430515,0.15029485115674812,0
Kumbhare Hospital,18.5218011,73.8622355,hospital,https://www.openstreetmap.org/?mlat=18.5218011&mlon=73.8622355#map=18/18.5218011/73.8622355,0,19.646804944607744,547.44941848944,6.1271933955347375,0
योगेश हॉस्पिटल,18.510438,73.847875,hospital,https://www.openstreetmap.org/?mlat=18.510438&mlon=73.847875#map=18/18.510438/73.847875,0,36.061161765460525,608.3352278534487,3.11867483885492,0
Gokhale Hospital,18.502188,73.857108,hospital,https://www.openstreetmap.org/?mlat=18.502188&mlon=73.857108#map=18/18.502188/73.857108,1,83.49078037067085,670.3056243205133,7.628962019893493,0
Sai Samarth Hospital,18.5231039,73.8681573,hospital,https://www.openstreetmap.org/?mlat=18.5231039&mlon=73.8681573#map=18/18.5231039/73.8681573,0,103.24772744816714,694.3410941921356,2.2760721515185955,0
Dr. Baba Saheb Ambedkar Hospital;dr baba saheb ambedkar hospital,18.4962994,73.8702072,hospital,https://www.openstreetmap.org/?mlat=18.4962994&mlon=73.8702072#map=18/18.4962994/73.8702072,1,154.28300267384427,884.5808329422637,7.105227791946796,0
Todkar Hospital,18.5107128,73.8660862,hospital,https://www.openstreetmap.org/?mlat=18.5107128&mlon=73.8660862#map=18/18.5107128/73.8660862,0,285.3731824439439,874.6464958371248,5.137399755057767,0
Shaishav Children's Hospital,18.5137927,73.8476204,hospital,https://www.openstreetmap.org/?mlat=18.5137927&mlon=73.8476204#map=18/18.5137927/73.8476204,0,59.59528654370486,613.6266601829909,4.892308742365451,0
Suyash Hospital,18.5001862,73.8124022,hospital,https://www.openstreetmap.org/?mlat=18.5001862&mlon=73.8124022#map=18/18.5001862/73.8124022,1,285.94923841081385,826.4572198032774,6.139109166879127,0
Moraya Nursing Home,18.4472895,73.8662836,hospital,https://www.openstreetmap.org/?mlat=18.4472895&mlon=73.8662836#map=18/18.4472895/73.8662836,1,140.74327936531668,721.2888110447605,2.2230893858115297,0
Swanand Maternity Hospital,18.5297435,73.8339823,hospital,https://www.openstreetmap.org/?mlat=18.5297435&mlon=73.8339823#map=18/18.5297435/73.8339823,0,122.03219819179894,758.5488658457516,2.459860950419619,0
Parasnis Hospital,18.474694,73.858715,hospital,https://www.openstreetmap.org/?mlat=18.474694&mlon=73.858715#map=18/18.474694/73.858715,1,53.485067424865065,734.9326438120601,1.6186916788481753,0
Shintre Hospital,18.5122403,73.8499324,hospital,https://www.openstreetmap.org/?mlat=18.5122403&mlon=73.8499324#map=18/18.5122403/73.8499324,0,96.34742515936284,565.5166576335818,1.120245191447664,0
Alliance Munot Hospital;munot hospital,18.5025447,73.8686993,hospital,https://www.openstreetmap.org/?mlat=18.5025447&mlon=73.8686993#map=18/18.5025447/73.8686993,1,135.5307364857087,800.1490417460651,1.5935690496310861,0
Kalavati Mavale Hospital,18.5150421,73.8464127,hospital,https://www.openstreetmap.org/?mlat=18.5150421&mlon=73.8464127#map=18/18.5150421/73.8464127,0,108.76029855731755,815.4682391643954,4.601158591303653,0
Jeevandhara Multispeciality Hospital,18.4491259,73.8577679,hospital,https://www.openstreetmap.org/?mlat=18.4491259&mlon=73.8577679#map=18/18.4491259/73.8577679,1,162.4114902298886,598.661245856671,7.916532210543203,0
ASG Eye Hospital,18.528932,73.8436351,hospital,https://www.openstreetmap.org/?mlat=18.528932&mlon=73.8436351#map=18/18.528932/73.8436351,0,189.82357369933513,660.1809973898852,2.839055558396071,1
Rode Hospital,18.5091812,73.8149589,hospital,https://www.openstreetmap.org/?mlat=18.5091812&mlon=73.8149589#map=18/18.5091812/73.8149589,1,282.9154033177224,717.9614636607918,6.368648080221555,0
Mantri Hospital,18.505204,73.834167,hospital,https://www.openstreetmap.org/?mlat=18.505204&mlon=73.834167#map=18/18.505204/73.834167,1,119.40570977185773,884.8909270993604,4.2679589798003805,0
Kering Hospital;kering clinic,18.5029885,73.8682087,hospital,https://www.openstreetmap.org/?mlat=18.5029885&mlon=73.8682087#map=18/18.5029885/73.8682087,1,60.33805475778444,564.6679073774704,0.6140682359372007,0
Siddhivinayak Hospital,18.4559009,73.8709944,hospital,https://www.openstreetmap.org/?mlat=18.4559009&mlon=73.8709944#map=18/18.4559009/73.8709944,1,197.23398135591424,805.0348220721859,1.8527003194780578,0
Kirad Hospital,18.5143478,73.868913,hospital,https://www.openstreetmap.org/?mlat=18.5143478&mlon=73.868913#map=18/18.5143478/73.868913,0,43.561795748388086,838.5978298839115,4.0494132817560535,0
Chajed Hospital,18.50451,73.8628189,hospital,https://www.openstreetmap.org/?mlat=18.50451&mlon=73.8628189#map=18/18.50451/73.8628189,1,180.8323935338636,652.1592793402949,6.607550394337504,0
KEM Hospital,18.5200596,73.8669776,hospital,https://www.openstreetmap.org/?mlat=18.5200596&mlon=73.8669776#map=18/18.5200596/73.8669776,0,19.160273149207676,506.2542408894791,6.377473101250409,0
Hope Hospital,18.5126915,73.869516,hospital,https://www.openstreetmap.org/?mlat=18.5126915&mlon=73.869516#map=18/18.5126915/73.869516,0,106.43970862331592,847.6432180420315,8.682929585216488,0
David Sassoon Hospital,18.525279,73.870499,hospital,https://www.openstreetmap.org/?mlat=18.525279&mlon=73.870499#map=18/18.525279/73.870499,0,296.1640672608561,896.4336775964114,4.357597232117216,0
MJM Hospital,18.5245059,73.8438216,hospital,https://www.openstreetmap.org/?mlat=18.5245059&mlon=73.8438216#map=18/18.5245059/73.8438216,0,292.55063262765634,518.8094629356202,7.356621683826475,0
Chavan Hospital,18.502202,73.8584592,hospital,https://www.openstreetmap.org/?mlat=18.502202&mlon=73.8584592#map=18/18.502202/73.8584592,1,239.33608990206756,549.1986627283712,2.3026778118169577,1
dental health care,18.5062067,73.8625971,hospital,https://www.openstreetmap.org/?mlat=18.5062067&mlon=73.8625971#map=18/18.5062067/73.8625971,1,230.04088789645115,565.8414650431782,9.860523738841396,0
ARCUS HOSPITAL,18.4889132,73.8990842,hospital,https://www.openstreetmap.org/?mlat=18.4889132&mlon=73.8990842#map=18/18.4889132/73.8990842,1,182.93839331838464,857.5829342569568,9.746079494494754,0
Sai Allergy asthma Eye Children Hospital,18.4852917,73.8514295,hospital,https://www.openstreetmap.org/?mlat=18.4852917&mlon=73.8514295#map=18/18.4852917/73.8514295,1,221.0385992796995,502.82607669154123,5.552984354009217,0
Sathe Multispeciality Hospital,18.5067869,73.8037337,hospital,https://www.openstreetmap.org/?mlat=18.5067869&mlon=73.8037337#map=18/18.5067869/73.8037337,1,29.442617580507736,817.2775620199269,4.784083179929995,0
"Facethetics - Dental, Facial Cosmetics(BOTOX), & Hair Transplant Clinique",18.5136297,73.8285827,hospital,https://www.openstreetmap.org/?mlat=18.5136297&mlon=73.8285827#map=18/18.5136297/73.8285827,0,177.2566553779988,641.127632001175,0.0630555338453409,1
Morya Multispeciality Hospital,18.4643898,73.8153134,hospital,https://www.openstreetmap.org/?mlat=18.4643898&mlon=73.8153134#map=18/18.4643898/73.8153134,1,52.54835958257241,647.9973970702388,3.2989598549935826,0
Matoshri Ramabai Ambedkar Prasutigriha,18.502785,73.8500051,hospital,https://www.openstreetmap.org/?mlat=18.502785&mlon=73.8500051#map=18/18.502785/73.8500051,1,111.06366258201963,618.829614486579,1.8170159648474093,0
Savitribai Phule Meternity Home,18.5048618,73.8611993,hospital,https://www.openstreetmap.org/?mlat=18.5048618&mlon=73.8611993#map=18/18.5048618/73.8611993,1,206.049334290157,773.9356175801493,3.459003259854818,0
Premchand Oswal Hospital,18.4677248,73.8683031,hospital,https://www.openstreetmap.org/?mlat=18.4677248&mlon=73.8683031#map=18/18.4677248/73.8683031,1,167.73039877467625,846.4443792388556,6.261976710717715,0
"Janata Hospital ,Pune",18.4993855,73.8470078,hospital,https://www.openstreetmap.org/?mlat=18.4993855&mlon=73.8470078#map=18/18.4993855/73.8470078,1,150.43538982900384,777.4645762457998,6.529059619948479,0
"Government Hospital, Dhankawadi",18.4652208,73.8495579,hospital,https://www.openstreetmap.org/?mlat=18.4652208&mlon=73.8495579#map=18/18.4652208/73.8495579,1,187.99091199172648,605.855779052735,7.052014431066902,0
Vasant More Hospital,18.4533972,73.8698521,hospital,https://www.openstreetmap.org/?mlat=18.4533972&mlon=73.8698521#map=18/18.4533972/73.8698521,1,214.25022995220206,749.1985486578517,3.5198392677888823,0
Hazrat Maulana Yunus Sahab Rahmatullah Alaih Dawakhana,18.4482157,73.856594,hospital,https://www.openstreetmap.org/?mlat=18.4482157&mlon=73.856594#map=18/18.4482157/73.856594,1,171.1700304232434,892.6592512211246,8.210346209698539,0
G B Indumati Manilal Khanna Hospital,18.4925761,73.8665946,hospital,https://www.openstreetmap.org/?mlat=18.4925761&mlon=73.8665946#map=18/18.4925761/73.8665946,1,269.84194123193913,528.5749419379714,4.71605208786282,0
Apollo Spectra Hospitals,18.5029796,73.8520221,hospital,https://www.openstreetmap.org/?mlat=18.5029796&mlon=73.8520221#map=18/18.5029796/73.8520221,1,293.3157887401476,787.7972758943245,1.0442933970729174,0
city hospiyal,18.4713114,73.8878684,hospital,https://www.openstreetmap.org/?mlat=18.4713114&mlon=73.8878684#map=18/18.4713114/73.8878684,1,240.9516547199723,782.316559860107,1.8810780388186954,0
Om Hospital in Pune,18.4747094,73.8844764,hospital,https://www.openstreetmap.org/?mlat=18.4747094&mlon=73.8844764#map=18/18.4747094/73.8844764,1,183.96585534119544,653.5797047135773,0.7341532758365421,1
Metropolis Healthcare Ltd,18.5078453,73.8265103,hospital,https://www.openstreetmap.org/?mlat=18.5078453&mlon=73.8265103#map=18/18.5078453/73.8265103,1,3.755432531771219,586.6320300715099,5.520445464765718,0
Joshi Hospital,18.5178773,73.842284,hospital,https://www.openstreetmap.org/?mlat=18.5178773&mlon=73.842284#map=18/18.5178773/73.842284,0,4.2264836446462395,884.6086060334351,7.347721451005796,0
Ruby Hall,18.5334658,73.8769727,hospital,https://www.openstreetmap.org/?mlat=18.5334658&mlon=73.8769727#map=18/18.5334658/73.8769727,0,281.604871453508,768.27250386228,2.121544423627922,0
Aashirwad Hospital,18.479729,73.8282621,hospital,https://www.openstreetmap.org/?mlat=18.479729&mlon=73.8282621#map=18/18.479729/73.8282621,1,10.985612278256053,581.0694285127173,7.017233161761139,0
Todkar Hospital,18.5107733,73.8660853,hospital,https://www.openstreetmap.org/?mlat=18.5107733&mlon=73.8660853#map=18/18.5107733/73.8660853,0,33.244834914434584,709.2878226826788,8.5572162965841,0
Modern Hospital,18.5157161,73.8688388,hospital,https://www.openstreetmap.org/?mlat=18.5157161&mlon=73.8688388#map=18/18.5157161/73.8688388,0,31.05435169353693,849.8141285673878,3.900707429118311,0
mothercare hospital,18.4873135,73.8761077,hospital,https://www.openstreetmap.org/?mlat=18.4873135&mlon=73.8761077#map=18/18.4873135/73.8761077,1,223.88273695438642,705.4565120757113,4.858011768769952,0
metro advanced homeopathy clinic,18.4864264,73.8740424,hospital,https://www.openstreetmap.org/?mlat=18.4864264&mlon=73.8740424#map=18/18.4864264/73.8740424,1,57.010610205432734,871.6659278522263,5.3243571098937394,0
suraj hospital,18.4814426,73.872471,hospital,https://www.openstreetmap.org/?mlat=18.4814426&mlon=73.872471#map=18/18.4814426/73.872471,1,108.15098057165142,849.8939945122476,2.2110269447533106,0
anvi ENT and thyroid clinic,18.4840027,73.8716266,hospital,https://www.openstreetmap.org/?mlat=18.4840027&mlon=73.8716266#map=18/18.4840027/73.8716266,1,158.58217752502273,657.3070725416014,5.469488706402753,0
sharda clinic,18.5012435,73.8663445,hospital,https://www.openstreetmap.org/?mlat=18.5012435&mlon=73.8663445#map=18/18.5012435/73.8663445,1,121.44655583217747,523.0425526517101,1.2174137853392664,0
immunology and rheumatology clinic,18.4958983,73.8886709,hospital,https://www.openstreetmap.org/?mlat=18.4958983&mlon=73.8886709#map=18/18.4958983/73.8886709,1,176.57774748654418,755.8958739328973,6.4927759824150355,0
sahyadri hospital,18.4781663,73.8621023,hospital,https://www.openstreetmap.org/?mlat=18.4781663&mlon=73.8621023#map=18/18.4781663/73.8621023,1,275.59236912072294,779.6361105570941,2.561300435689007,0
harsh hospital,18.4803051,73.8661942,hospital,https://www.openstreetmap.org/?mlat=18.4803051&mlon=73.8661942#map=18/18.4803051/73.8661942,1,165.3402797838221,530.5772139213681,3.677642037917873,0
bhagali clinic and nursing home,18.474674,73.8580682,hospital,https://www.openstreetmap.org/?mlat=18.474674&mlon=73.8580682#map=18/18.474674/73.8580682,1,98.43539068968173,522.5939989777165,6.853467463611066,0
sayar hospital,18.4734893,73.8626065,hospital,https://www.openstreetmap.org/?mlat=18.4734893&mlon=73.8626065#map=18/18.4734893/73.8626065,1,281.49435270749956,792.4067204871355,5.498090688357137,0
isshan orthopedic hospital,18.4728083,73.8631451,hospital,https://www.openstreetmap.org/?mlat=18.4728083&mlon=73.8631451#map=18/18.4728083/73.8631451,1,185.6011020739326,762.3073149371817,4.766391702797044,0
dr kashyab nursing home,18.4705573,73.8643492,hospital,https://www.openstreetmap.org/?mlat=18.4705573&mlon=73.8643492#map=18/18.4705573/73.8643492,1,200.17300133654484,783.9391378780483,6.1479972737002715,0
Unknown,18.4705532,73.8632764,hospital,https://www.openstreetmap.org/?mlat=18.4705532&mlon=73.8632764#map=18/18.4705532/73.8632764,1,16.979223190230353,691.7989202268411,1.9290289801345961,0
Bora Hospital,18.5104549,73.8639446,hospital,https://www.openstreetmap.org/?mlat=18.5104549&mlon=73.8639446#map=18/18.5104549/73.8639446,0,212.5349815131439,590.1056960013087,8.195765366340611,0
kedari Hospital,18.5152955,73.8754518,hospital,https://www.openstreetmap.org/?mlat=18.5152955&mlon=73.8754518#map=18/18.5152955/73.8754518,0,224.21107575156802,553.7913621482135,6.95411426168513,0
Umarji Hospital,18.5119365,73.857759,hospital,https://www.openstreetmap.org/?mlat=18.5119365&mlon=73.857759#map=18/18.5119365/73.857759,0,269.7786277455407,781.7979304212593,0.608682164293145,0
Panchsheel Hospital,18.5140768,73.8692464,hospital,https://www.openstreetmap.org/?mlat=18.5140768&mlon=73.8692464#map=18/18.5140768/73.8692464,0,242.39087230387685,791.2413052383026,0.4730396242266277,0
Sardar Patel Genral Hospital,18.5027364,73.8771188,hospital,https://www.openstreetmap.org/?mlat=18.5027364&mlon=73.8771188#map=18/18.5027364/73.8771188,1,169.84869869099109,595.4763293584972,8.009927010122462,0
Meera Hospital,18.5023171,73.8746937,hospital,https://www.openstreetmap.org/?mlat=18.5023171&mlon=73.8746937#map=18/18.5023171/73.8746937,1,29.285316862222967,833.8651735628141,8.017319464122252,0
Allice Munot Hospital,18.5025502,73.8686991,hospital,https://www.openstreetmap.org/?mlat=18.5025502&mlon=73.8686991#map=18/18.5025502/73.8686991,1,233.48218931952368,545.1466851006908,7.784167621578354,0
Kering Hospital,18.5030034,73.8681299,hospital,https://www.openstreetmap.org/?mlat=18.5030034&mlon=73.8681299#map=18/18.5030034/73.8681299,1,50.94787403973259,882.4105646681012,7.538460247075499,0
G.M Babubbhai Memo Hospital,18.508112,73.8751436,hospital,https://www.openstreetmap.org/?mlat=18.508112&mlon=73.8751436#map=18/18.508112/73.8751436,1,65.22299047284757,894.6835544054993,6.269939444335272,0
Military Hospital,18.4924252,73.8823382,hospital,https://www.openstreetmap.org/?mlat=18.4924252&mlon=73.8823382#map=18/18.4924252/73.8823382,1,145.0044952959765,886.0135600207832,0.44536952436003974,0
CHandralok Hospital,18.4803326,73.8610219,hospital,https://www.openstreetmap.org/?mlat=18.4803326&mlon=73.8610219#map=18/18.4803326/73.8610219,1,175.45028619927425,562.1456594922538,8.69516577126391,0
Sangam Hospital,18.4757475,73.857877,hospital,https://www.openstreetmap.org/?mlat=18.4757475&mlon=73.857877#map=18/18.4757475/73.857877,1,22.219606960760828,603.5198045445777,5.493354556889124,0
Oyster and Pearl Hospital,18.5318931,73.8472769,hospital,https://www.openstreetmap.org/?mlat=18.5318931&mlon=73.8472769#map=18/18.5318931/73.8472769,0,135.67004969538388,549.4561653173205,2.48615939826349,0
Ghaisas ENT Hospital,18.5172397,73.8423562,hospital,https://www.openstreetmap.org/?mlat=18.5172397&mlon=73.8423562#map=18/18.5172397/73.8423562,0,78.68683247899064,814.0871676924635,3.1349320094357336,0
Phadke Hospital,18.5183149,73.843879,hospital,https://www.openstreetmap.org/?mlat=18.5183149&mlon=73.843879#map=18/18.5183149/73.843879,0,41.22999312608419,844.1289390829647,6.248143860965572,0
Seth Tarachand Hospital,18.5177725,73.864031,hospital,https://www.openstreetmap.org/?mlat=18.5177725&mlon=73.864031#map=18/18.5177725/73.864031,0,74.71039331114709,868.105744151357,6.2662240034537415,0
Shre Samarth Hospital,18.5180497,73.8658612,hospital,https://www.openstreetmap.org/?mlat=18.5180497&mlon=73.8658612#map=18/18.5180497/73.8658612,0,69.8348539675943,701.8870018948489,8.30294680108085,0
Ruby Hall Clinic,18.5327841,73.8773654,hospital,https://www.openstreetmap.org/?mlat=18.5327841&mlon=73.8773654#map=18/18.5327841/73.8773654,0,121.10698711644201,787.8343804543191,8.473625488370235,0
Red blood hospital,18.5273893,73.8710163,hospital,https://www.openstreetmap.org/?mlat=18.5273893&mlon=73.8710163#map=18/18.5273893/73.8710163,0,97.55567055834636,703.4175042235142,0.24271345655759835,0
Nityashraddha super speciality hospital,18.5278495,73.8760898,hospital,https://www.openstreetmap.org/?mlat=18.5278495&mlon=73.8760898#map=18/18.5278495/73.8760898,0,4.809759071126285,881.9784801018444,0.08594296938482682,0
N. M. Wadia Institute of Cardiology,18.5307461,73.8771922,hospital,https://www.openstreetmap.org/?mlat=18.5307461&mlon=73.8771922#map=18/18.5307461/73.8771922,0,209.38134360525737,738.869401391689,0.8056176591428954,0
WEST VALLEY MULTISPECIALITY HOSPITAL PVT LTD,18.5351432,73.8765318,hospital,https://www.openstreetmap.org/?mlat=18.5351432&mlon=73.8765318#map=18/18.5351432/73.8765318,0,298.3507268078977,836.6266225450561,3.245602111786541,0
Kawediya Hospital,18.5242312,73.8627099,hospital,https://www.openstreetmap.org/?mlat=18.5242312&mlon=73.8627099#map=18/18.5242312/73.8627099,0,170.29203302637725,591.8824397414865,2.9927260643176954,1
Unique Hospital,18.5221641,73.8676777,hospital,https://www.openstreetmap.org/?mlat=18.5221641&mlon=73.8676777#map=18/18.5221641/73.8676777,0,119.65355357651546,852.8182137988148,5.250271129184255,0
Sadhu Vaswani Missions Medical Complex,18.5347719,73.8874441,hospital,https://www.openstreetmap.org/?mlat=18.5347719&mlon=73.8874441#map=18/18.5347719/73.8874441,0,202.39597439960733,874.3210890922942,9.480107671059594,0
Poona Hospital and Research Centre,18.510644,73.8420437,hospital,https://www.openstreetmap.org/?mlat=18.510644&mlon=73.8420437#map=18/18.510644/73.8420437,0,248.5663497386214,889.729253070652,8.959580107790922,0
DEENDAYAL MEMORIAL HOSPITAL,18.5249802,73.8411721,hospital,https://www.openstreetmap.org/?mlat=18.5249802&mlon=73.8411721#map=18/18.5249802/73.8411721,0,194.6873667474727,792.4253336895482,8.918689804903746,0
KAMLA NEHRU HOSPITAL,18.5229428,73.8620344,hospital,https://www.openstreetmap.org/?mlat=18.5229428&mlon=73.8620344#map=18/18.5229428/73.8620344,0,245.16191952460207,831.3040945865798,0.5219997834180723,0
